date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:42:48	633/633	---MCZ	200	added ('OK')	text/plain	date:Tue,%2022%20Sep%202026%2000:42:49%20GMT	http://reativarconquistas.rosidomingos032.workers.dev/robots.txt		(from )
21:42:48	39801/39801	---MCZ	200	added ('OK')	text/html	etag:W/%2260d48afd56c0bdba874dbddcb67e1f4d%22	http://reativarconquistas.rosidomingos032.workers.dev/	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/index.html	(from )
21:42:49	52716/52716	---MCZ	200	added ('OK')	text/css	etag:W/%221708d91f627049ac5c05490e8456f979%22	http://reativarconquistas.rosidomingos032.workers.dev/style.css?v=10	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/styleb6f5.css	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:49	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Tue,%2022%20Sep%202026%2000:42:50%20GMT	http://reativarconquistas.rosidomingos032.workers.dev/index.html	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/index.2.delayed	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:49	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Tue,%2022%20Sep%202026%2000:42:50%20GMT	http://reativarconquistas.rosidomingos032.workers.dev/minha-conta.html	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/minha-conta.html	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:49	188248/188248	---M--	200	added ('OK')	image/png	etag:%22439473f60802d01bd0a31dd7e48e3398%22	http://reativarconquistas.rosidomingos032.workers.dev/logo.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/logo.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:49	9520/9520	---MCZ	200	added ('OK')	text/html	etag:W/%226ecd8b9184590df3def88d698553c736%22	http://reativarconquistas.rosidomingos032.workers.dev/minha-conta	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/minha-conta.html	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:50	329/329	---M--	200	added ('OK')	image/png	etag:%22a4939cff15fafdf7170ca2ca18df3db5%22	http://reativarconquistas.rosidomingos032.workers.dev/mc/item/grass_block.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/mc/item/grass_block.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:50	240/240	---M--	200	added ('OK')	image/png	etag:%228ad400748d9c1316f0423d84fb0aee46%22	http://reativarconquistas.rosidomingos032.workers.dev/mc/item/experience_bottle.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/mc/item/experience_bottle.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:50	194/194	---M--	200	added ('OK')	image/png	etag:%22d213f906268f8da348a38f9a297e9294%22	http://reativarconquistas.rosidomingos032.workers.dev/mc/item/iron_sword.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/mc/item/iron_sword.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:50	206/206	---M--	200	added ('OK')	image/png	etag:%22d8db4a1a77786e642d7abc669f9697ad%22	http://reativarconquistas.rosidomingos032.workers.dev/mc/item/spyglass.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/mc/item/spyglass.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
21:42:51	201/201	---M--	200	added ('OK')	image/png	etag:%22822531746faed4c6de7d34aa317ab1d6%22	http://reativarconquistas.rosidomingos032.workers.dev/mc/item/name_tag.png	C:/Meus%20Sites/recon/reativarconquistas.rosidomingos032.workers.dev/mc/item/name_tag.png	(from http://reativarconquistas.rosidomingos032.workers.dev/)
